번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL,신청기간,지원대상,사업개요,해시태그,지원분야중분류,조회수
1091,충청남도,충남경제진흥원,경영,[충남] 2026년 비즈콜센터 컨설팅 지원사업 참여기업 모집 공고,,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119988,예산 소진시까지,중소기업,"충남 비즈콜센터는 도내 중소기업의 경영 및 기술애로 해결을 위해 분야별 전문가를 기업현장으로 파견하여 맞춤형 현장 컨설팅을 지원하고자 아래와 같이 참여기업을 모집합니다. ☞ 충남 도내 「중소기업기본법」제2조 및 시행령 제3조에 의한 중소기업 - 지원분야 : 지식재산권, 세무, 법무, 인사노무, 규격ㆍ인증, 경영 등 ☞ 중소기업 경영애로 해결, 맞춤형 컨설팅 지원","경영,충남,비즈콜센터,충청남도,충청남도경제진흥원,2026,중소기업,지식재산권,세무,법무,인사노무,규격,인증,컨설팅,경영애로해결,경영애로",컨설팅,6100
1092,경상북도,경북FTA통상진흥센터,수출,[경북] 2026년 FTA활용 지원사업 공고,,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119983,예산 소진시까지,중소기업,"산업통상부, 경상북도, 구미상공회의소가 운영하는 「경북FTA통상진흥센터」에서는 전문인력 부족으로 FTA 활용에 어려움을 겪고 있는 경북지역 수출입기업 및 수출물품 제조업체들을 위하여 다음과 같이 경북FTA활용 지원사업을 시행하오니 많은 신청 바랍니다. ☞ 경북 지역 내 중소기업 中 직ㆍ간접 수출 또는 수출 희망업체 ☞ 수출기업 맞춤ㆍ기업 원산지확인서ㆍFTA 무역서류 발급 지원ㆍ원산지인증수출자 등 컨설팅 지원 ※ 자세한 내용은 공고문 참조 ※ 경북FTA활용지원사업 전문가.xlsx 출처 바로가기 내 첨부파일 참조","수출,경북,무역서류발급,원산진확인서,2026,수출물품,경북FTA통상진흥센터,원산지인증수출자,구미상공회의소,수출업체,제조업체,컨설팅,경상북도,FTA",FTA활용/대응,6206
1093,전북특별자치도,전북특별자치도경제통상진흥원,경영,[전북] 2026년 새출발 재기지원 (휴ㆍ폐업 사업주형) 재기 지원(사업정리비 및 교육비) 모집 공고,,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119981,예산 소진시까지,소상공인,"새출발기금 채무조정 약정 대상 도내 소상공인의 안정적인 재기와 경제활동 복귀를 지원하기 위하여「2026년 새출발 재기지원사업(사업장 정리비 및 교육비 지원)」을 다음과 같이 공고합니다. ☞ 새출발기금 채무조정 약정을 체결한 휴업ㆍ폐업 상태인 도내 소상공인 ☞ 폐업 과정에서 발생하는 사업장 정리 관련 비용, 재취업ㆍ창업을 위한 재기 지원비용 최대 600만원","창업,경영,전북,새출발 재기지원,사업장 정리,2026,휴업,전북특별자치도,전북특별자치도경제통상진흥원,새출발기금,채무조정,교육비,폐업,소상공인",디자인/상품화/사업화,7160
1094,경상북도,경북FTA통상진흥센터,경영,[경북] 2026년 OK FTA 컨설팅 지원사업 모집 공고(경북FTA통상진흥센터),,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119978,예산 소진시까지,중소기업,"FTA활용 역량 강화를 위한 FTA 전문 컨설팅 지원을 위해 「2026년 OK FTA 컨설팅 지원사업」을 다음과 같이 공고하오니, 본 사업에 참여를 원하는 기업은 신청하여 주시기 바랍니다. ☞ 경북 소재 FTA 활용하고자 하는 국내 중소ㆍ중견기업 ☞ FTA 활용 및 원산지관리에 필요한 맞춤형 컨설팅 지원","경영,경북,2026,경북FTA통상진흥센터,컨설팅지원,원산지관리,FTA활용,경상북도,중견기업,FTA,중소기업,구미상공회의소",컨설팅,6118
1095,해양수산부,해양수산과학기술진흥원,기술,2026년 해양 연구 시설ㆍ장비 사용료 지원사업 모집 공고,,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119976,예산 소진시까지,중소기업,"「2026년 해양 연구 시설ㆍ장비 사용료 지원사업 모집」을 다음과 같이 공고하오니, 본 사업에 참여를 원하는 기업은 신청하여 주시기 바랍니다. ☞ 공동활용 대상 연구 시설ㆍ장비를 이용하고자 하는 연구자 ☞ 대상에 따라 연구시설 사용료 차등 지원 (1인당 천만 원 내 지원/연간) ※ 자세한 지원 내용 공고문 참조","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,해양수산과학기술진흥원,해양수산부,해양연구,시설,장비,사용료지원,연구시설,연구자,중소기업,해양수산",기술인력/장비지원,6074
1096,전북특별자치도,전북특별자치도콘텐츠융합진흥원,인력,[전북] 2026년 게임인재 맞춤형 인턴십 지원사업 공고(전북 글로벌게임센터),,,2026-03-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119967,예산 소진시까지,중소기업,"전북특별자치도 콘텐츠융합진흥원에서 운영하는 전북글로벌게임센터에서 「2026 게임인재 맞춤형 인턴십 지원사업」에 참여할 기업을 아래와 같이 모집 하오니 많은 관심 바랍니다. ☞ 전북특별자치도 소재 게임콘텐츠 관련분야 ☞ 신규 인턴 인건비 지원 - 기업별 1명 우선배정하며, 기업당 최대 3명까지 지원가능 - 지역청년인재 채용 인턴 1인당 총 인건비 1,000만원, 최대 5개월 지원 ※ 월 지원금 200만원x3개월, 정규직 전환 시 200만원x2개월","인력,전북,2026,전북특별자치도콘텐츠융합진흥원,전북특별자치도,지역청년인재,인건비지원,인턴,정규직,게임콘텐츠, 인턴십,게임인재",고용환경개선,6162
1097,부산광역시,부산경영자총협회,인력,[부산] 기계ㆍ부품ㆍ철강산업 숙련기술자 고용안정 지원사업 참여 기업 및 참여자 모집 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119957,예산 소진시까지,중소기업,"부산경영자총협회에서는 고용노동부와 부산광역시가 지원하는 2026년 지역특화 일자리창출 지원사업의 일환으로 부산 기계ㆍ부품ㆍ철강산업 기업의 고용안정을 위한 채용장려금과 숙련기술자 근속 인센티브 등을 지원하는 「부산 기계ㆍ부품철강산업 숙련기술자 고용안정 지원사업」을 다음과 같이 공고합니다. ☞ 사업자등록증상 부산시에 소재한 고용안정이 필요한 기계ㆍ부품ㆍ철강산업 제조기업 중 우선지원 대상기업(상시근로자 100인 미만 우선 선정) ☞ 기계ㆍ부품ㆍ철강 제조기업 고용안정 컨설팅, 숙련기술자 이ㆍ전직 채용 장려금 지원(1인당 750만원), 숙 ","인력,부산,2026,부산광역시,부산경영자총협회,부품,철강산업,기계,숙련기술자,고용안정,고용노동부,제조업,컨설팅,채용장려금,인센티브",고용유지,8596
1098,부산광역시,부산경영자총협회,인력,[부산] 제조산업 산업전환을 통한 혁신성장 지원 사업 참여 기업 모집 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119953,예산 소진시까지,중소기업,부산경영자총협회에서는 고용노동부와 부산광역시가 지원하는 2026년 지역특화 일자리창출 지원사업의 일환으로 부산광역시 소재 기계ㆍ부품ㆍ철강ㆍ자동차 기업의 성장동력을 강화하고 양질의 일자리 창출을 지원하는 「부산 제조산업 산업전환을 통한 혁신성장 지원사업」을 다음과 같이 공고합니다. ☞ 사업자등록증상 부산시 소재 기계ㆍ부품ㆍ철강ㆍ자동차 업종 기업 - 한국표준산업분류표상의 분류 코드에 기준에 따른 제조업 (Ⅱ.지원 자격의 사업장 기준 참고) - 사업자등록증상 부산시에 소재한 5인 이상 중소ㆍ중견기업 - 공고일 이후(공고일 포함) 요건에 ,"인력,부산,2026,산업전환,부산경영자총협회,신규채용,철강,부품,자동차,중견,부산광역시,일자리창출,기계,중소기업",고용환경개선,9218
1099,부산광역시,부산경영자총협회,인력,[부산] 관광ㆍ마이스 그로우업(Grow-up) 지원사업 참여 기업 모집 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119951,예산 소진시까지,중소기업,"부산경영자총협회는 고용노동부와 부산광역시가 지원하는 2026년 지역특화 일자리창출 지원사업의 일환으로, 부산 지역 관광ㆍ마이스 기업의 경쟁력 강화와 근로자의 직무역량 향상을 연계하여 기업 성장과 양질의 일자리 창출의 선순환 구조를 구축하고자 「부산 관광ㆍ마이스 그로우업(Grow-up) 지원사업」을 다음과 같이 공고합니다. ☞ 사업자등록증상 부산 소재 관광ㆍ마이스 유관 기업 - 공고일 이후(공고일 포함) 요건에 부합하는 근로자를 채용하였거나 채용 예정인 기업 ☞ 신규 채용 1인당 8백만원 지원 (기업별 최대 24백만원) ※ 자세한 지","인력,부산,2026,부산광역시,부산경영자총협회,마이스,일자리창출지원사업,일자리창출,고용노동부,관광,신규채용",고용환경개선,8600
1100,충청남도,충남경제진흥원,수출,[충남] 2026년 FTA통상진흥센터 수출기업 현장 컨설팅 참여기업 모집 공고,2026-01-01,2026-11-30,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119947,,중소기업,"도내 중소ㆍ중견기업의 FTA 활용 역량을 강화하고 수출 애로 해소를 위한 「2026년 충남FTA통상진흥센터 수출기업 현장 컨설팅 참여기업 모집공고」를 실시하오니, 관심 있는 기업의 많은 참여 바랍니다. ☞ 도내 본사 또는 공장을 소재한 중소ㆍ중견기업 ☞ 기업별 희망국가 및 수출단계에 따른 맞춤형 컨설팅 지원 ※ 기업별 5회 내외 방문 컨설팅 지원, 필요 시 추가 지원 가능","수출,충남,2026,충남경제진흥원,충청남도,중소기업,중견기업,FTA,애로해소,수출기업,컨설팅,전문인력,애로사항",해외진출준비,7711
1101,울산광역시,울산문화관광재단,경영,[울산] 2026년 지역관광기업 컨설팅 운영 사업 컨설팅 프로그램 운영 참여기업 모집 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119946,예산 소진시까지,중소기업,"울산문화관광재단에서는 관내 관광기업 및 예비창업자의 관광산업 활성화 및 경쟁력 강화를 위한 분야별 무료 전문 컨설팅 서비스를 제공하고자 합니다. 관내 관광기업 및 예비창업자의 많은 관심과 참여 부탁드립니다. ☞ 관내 관광기업 및 예비창업자 ☞ 정부, 홍보ㆍ마케팅ㆍ디지털 전환, 관광 상품ㆍ콘텐츠, 경영, 투자, 창업ㆍBM 등 지원 ※ 자세한 지원내용 공고문 참조","창업,경영,울산,2026,컨설팅서비스,울산문화관광재단,관광기업,관광상품,디지털전환,울산광역시,예비창업자,홍보,콘텐츠,마케팅",디자인/상품화/사업화,7626
1102,경기도,시흥산업진흥원,수출,[경기] 시흥시 2026년 해외지사화 활용 지원사업 참여기업 모집 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119941,예산 소진시까지,중소기업,"시흥시 관내 기업의 해외 네트워크를 현지 비즈니스 거점으로 활용하는 해외지사화 사업 참여 촉진으로 해외 진출 및 수출 확대를 도모하고자「2026년 해외지사화 활용 지원사업」참여기업을 다음과 같이 모집 공고합니다. ☞ 시흥시 소재 본사(지사) 또는 공장등록 기업 - `26년 OKTA(세계한인무역협회) 해외지사화 사업「진입단계」협약 체결 기업 - `25년 KOTRA(대한무역투자진흥공사) 해외지사화 사업「발전단계」협약 체결 완료 후, `26년 사업을 진행 중이거나 `26년 신규 협약 체결 기업 ☞ OKTA 및 KOTRA 해외지사화 사업 ","수출,경영,경기,해외 진출,2026,OKTA,세계한인무역협회,대한무역투자진흥공사,해외지사화,시흥시,시흥산업진흥원,경기도,KOTRA",해외진출준비,6642
1103,농림축산식품부,한국농업기술진흥원,기술,2026년 농식품 기술평가 지원사업 참여업체 모집 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119938,예산 소진시까지,창업벤처,"농식품 기술기반 벤처ㆍ창업기업의 기술사업화 촉진 및 기술이전ㆍ기술거래 활성화와 기술금융 연계를 통한 성장 기반을 마련하고자 농림축산식품부가 주최하고 한국농업기술진흥원이 주관하는 ‘농식품 기술평가 지원사업’의 참여업체를 다음과 같이 모집하오니, 관심 있는 업체의 많은 신청 바랍니다. ☞ 농식품분야 특허기술 및 품종보호권을 보유한 벤처ㆍ창업기업 ☞ 기술평가(기술가치평가, 기술력평가) 수수료 90% 지원(최대 1,350만원/건당) - 신청가능 권리 : 등록특허, 출원중특허, 전용실시권, 실용신안권, 품종보호권","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,2026,기술력평가,출원중특허,등록특허,품종보호권,전용실시권,실용신안권,농식품분야,특허기술,한국농업기술진흥원,기술가치평가,농림축산식품부,벤처기업,창업기업",시험/인증,7770
1104,지식재산처,한국발명진흥회,기술,2026년 IP담보대출연계 지식재산평가지원사업 공고,,,2026-03-25,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000119919,예산 소진시까지,중소기업,"기업이 보유한 지식재산권(IP)의 가치평가를 통하여 지식재산권을 담보로 자금을 조달할 수 있도록 평가비용을 지원하는「2026년 IP담보대출연계 지식재산평가지원 사업」을 다음과 같이 공고합니다. ☞ 등록된 특허권을 보유하고 사업화하여 활용하고 있는 국내 등록된 사업자(개인사업자 및 법인사업자) - 중소기업기본법 제2조에 따른 중소기업 - 중견기업 성장촉진 및 경쟁력 강화에 관한 특별법 제2조에 따른 중견기업 ☞ IP담보대출 신청기업을 위해 발명 등의 평가기관이 수행하는 지식재산 가치평가 비용의 50% 지원 - 표준형 평가, 양식형 평","기술,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,지방은행소액대출,재평가,양식형평가,표준형평가,지식재산처,2026,IP담보대출,지식재산평가,담보,특허권,한국발명진흥회,중견,지식재산권,중소기업",시험/인증,7702
